U,V,W,X,Y,Z
12.038590207804857,0.7444529707022303,-10.94210546958334,40.781448665232624,45.700497270458136,170157.4308676658
12.113755383990853,0.707762698566221,-14.35770795191568,44.984319941234666,41.51398448699699,183362.30054363317
10.801962136362642,0.7480320658458218,-11.889606374979012,7.292215798973372,50.97618694164334,50116.21769065181
6.802178614280593,0.06404150033937352,-6.204123864932598,101.54212066936098,45.93626028191906,1898.9421184388507
13.044166620439423,-0.054437156116118324,-13.896125862633887,90.45367093508689,61.581389649178114,463390.3622582389
6.985471503158423,-0.9586448905327649,-6.761305289045961,89.48818767216818,50.53145030433686,2079.9525372792036
9.863637174133357,-0.4518628139291404,-10.045531617041469,0.6073052375840767,29.787795255687186,20217.80072671076
8.711046650404866,-0.7449255260886971,-9.292918080224169,18.434496132993168,42.029862702642085,7068.728537027045
12.722946817294646,-1.3146089778068148,-13.71831142380633,75.15554356303473,66.92378612136625,336354.76243212796
11.280318781928605,1.044218796267043,-12.038764602368422,16.033629873868712,61.77648581772848,80245.65685543865
6.548970743514429,-0.11528349762691004,-8.065473477284158,117.73528312554346,38.1816808526174,1697.6614740222462
8.148063008926107,-0.23742755088385306,-8.341576970199807,31.958252906883388,28.185196346388906,4455.8136556922345
13.003656221057472,-0.3766872342235994,-13.135479786964357,91.67083091489138,52.32840904124869,445033.05048824416
9.748927044655408,-0.11371131788759227,-10.47297432265314,0.57162789315229,43.919252435926595,18134.969590091256
11.289401828120674,0.9977083864637162,-11.89033041472789,16.768602128420028,50.54334767047558,80968.73556659647
10.209304505097208,1.2652635830428596,-9.194146841339048,0.24819468518842272,56.75565125830298,28153.811713829877
10.81240155645278,-1.5300452329236078,-11.048149259349016,7.151576825579177,51.02717824055957,50631.65729761693
11.462841669131329,0.7864363423424198,-12.33859225874873,22.75762230232828,52.429394118920975,96114.10850882082
8.608563956831143,-0.3595094519814834,-9.314020246928848,19.224132207029207,32.57954342053674,6477.512473638556
9.718341619609694,-1.5445693779702674,-9.624370886400529,0.39249853850230887,25.537546059826965,17618.796775978593
9.8111818390505,0.8072544884589542,-11.686008821603806,-1.8848218498019231,45.289894235133694,19235.663617940114
10.87895265646437,1.816054216653267,-9.872422405141618,9.651715468390762,45.881641054245975,54047.14795283105
12.852492352507277,-0.5506354880761001,-13.758373050384344,81.52015083809935,48.71222340419867,382738.1154491775
8.616059198883775,3.317114792862043,-10.136403116862711,19.33571421164028,32.18356625065695,6518.728495706315
15.119816224150512,0.7575567406711802,-16.945015391717117,261.73470490141193,53.036292624208485,3686128.6318149026
11.147014717158745,0.6592432672202365,-11.217664737413847,12.621935625721095,35.996993994651305,70355.6066930349
13.374531417491301,1.2295489928266439,-12.235000830859692,115.44421412021356,64.26100519750491,644405.2642120409
7.407063186149373,0.4617164161235844,-7.467356405982326,67.15998033073818,24.106240951857995,2646.717228852453
9.320311343775135,-2.307420552997978,-9.944898311179916,4.078025547958101,40.07185617802775,12161.593305404731
9.521592892648572,-1.461191404542825,-9.744345339850515,1.612058409839226,38.667005895527,14650.475653512263
9.122099722834612,-0.07677878156207739,-10.3990912415138,9.170281099606996,51.05464202482228,10154.541893246602
11.190845412442846,0.6173404936944995,-10.609487240223592,13.28706649904348,43.337221486174194,73463.1545045751
7.818097968186015,-0.5499033509169532,-7.6834972000180475,49.01181862885867,19.92830352295241,3484.310661342464
6.923264875396786,-1.4165935890223436,-6.288529967399981,95.49091975985306,18.178873681993927,2014.767125978427
11.402413447191835,-0.15405041942360942,-12.789081014316826,18.62760567020559,28.296227468869258,90536.6936015207
10.635844881371412,-1.416090968656637,-10.115969020820602,2.0393038538947645,52.41755813899219,42598.69713495473
12.219197228183969,1.9075025625671227,-11.946097641799263,49.321836998618544,44.26871202823699,203641.35423623433
9.186972390097546,1.2222177382604364,-8.494132946407866,6.296197444037004,54.409227247841066,10768.165982018952
11.861350401693123,-0.13697488671448196,-10.468481681744677,33.65525894338575,42.70233635687451,142682.5553030146
10.546486608600869,-0.4678115774336701,-9.645595359698287,2.7572719903693903,43.5798432493593,39042.67801384632
11.98621392616077,0.02377656999530043,-14.192550106166149,39.35567718753155,38.27387633742918,161525.57389833996
10.727324495853628,-0.3690762109328465,-12.629726463776086,3.7957859205085547,48.68838716488422,46583.703659743114
11.196608816214253,-1.1022643912054901,-10.890035115947423,13.764207852845136,44.15701543585216,73881.99972614896
8.389051088569794,0.5055712602220168,-8.410190259007413,24.88509229018514,31.882508523401395,5397.778423346173
11.793529238948354,0.3628015650585507,-10.02578943398802,32.374886111714105,55.368803342735184,133392.02912207748
9.455136557757031,0.42002688613443767,-9.090536370006921,2.3962548400279307,34.36193045584639,13772.746055046598
10.325234951883274,0.6513260552074812,-10.632149091564036,1.3547974420823208,40.3616473378298,31491.603735223904
10.614425294156593,-0.07634833964536804,-11.041894823427254,4.959483368077779,39.98316623899973,41717.126861352845
9.96240983426145,-1.305999499934357,-10.679648892039868,-2.0716533433781956,41.445766523490754,22212.992677998627
9.913310901292949,0.047461598760897145,-8.705710652644468,0.7882157891432316,38.03907694175974,21196.57175605939
9.22023043602574,-0.289178940794736,-9.288856713277458,5.736388940472622,42.30925420395175,11098.52795518074
12.668992308826581,0.6824149788254836,-12.694467548433996,70.92629959551653,36.33400990926173,318740.27781351743
9.89469454497021,-1.3014305252743372,-8.741425421337373,-1.4969173445146622,48.9045296351632,20824.047388867875
9.066766924741291,-0.9614128458527572,-10.353831350820602,7.021278481213388,43.74027243764121,9661.708368121195
11.752413731134546,-0.27303409353931296,-10.507291392505403,29.980104884742623,28.989098878082643,128059.01418567407
13.105369708826938,-1.0447756233131318,-12.791590233549298,95.77367818654375,40.79756817533985,492574.09130793967
10.021411258465832,0.25001341705001473,-8.094125843363312,0.35531610683768466,28.417031218671795,23502.3019353321
11.43586589642739,-0.09520430955202805,-11.311171194269,18.880231647444106,29.14986379951029,93582.60676553294
10.962720548735703,1.1164346237730305,-11.339115832756672,9.185771317431787,44.73548712894109,58682.2962425814
11.239450619204005,-2.1413285547594043,-11.359602482766729,14.583946989143994,48.511769913634204,77072.28380480317
7.599582824978112,-1.424939126073593,-8.802317468288967,56.67012855166259,27.232097629858984,2996.499103097203
12.585464955627184,-0.35050420855570863,-13.27068014707465,66.90412410766463,54.38777713730733,293278.385391676
12.353748099936547,-1.3263613777838688,-13.431373078861554,56.35375189272101,48.442569299310776,232826.46515570674
7.556338999761257,-0.29466410967483736,-6.985843661115783,58.06871842573969,28.948088216416327,2911.9664401306586
11.547072376609917,0.10718666858937152,-10.378574438133546,26.27650943210748,41.162947946553516,104472.79767299257
9.929035843743653,0.3049470018930777,-10.988674282942627,0.18105499789258292,40.17310706604264,21516.685550253667
9.909880498520609,-0.6848909393209657,-9.377272987666172,0.9363529922788855,43.47786940654076,21127.405121149674
8.280567223180254,2.4010461485466696,-9.115027999790545,28.996083825158145,26.441075491187558,4945.56888664347
9.657712774376112,-0.20134676184539613,-9.49407171898078,0.8734456271693114,46.27902492914466,16641.103645968375
9.011773675062816,0.7327953239715905,-7.976819428675784,8.923371947916804,25.507349885620332,9198.187469339106
12.845075196008382,-0.4409909462805825,-13.471729558858906,80.45018872054823,51.08150141121381,379917.172322533
11.707970263322895,-0.764128541591139,-10.628874846350401,28.632344644423867,49.0395525049668,122535.67979549764
13.86202663229036,-1.901589998058964,-16.12081448078737,149.5396719750828,55.003948583893916,1048614.055268562
